"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","SI(WT%)","AL(WT%)","TI(WT%)","FE(WT%)","MG(WT%)","MN(WT%)","K(WT%)","CR(WT%)","LI(PPM)","BE(PPM)","P(PPM)","S(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM): altern. values or methods","","","","CR(PPM): altern. values or methods","","","","CO(PPM): altern. values or methods","","","","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","SE(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB206(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"1995"," [7649] WYSOCZANSKI R. J. (1995)","samp. PK4L","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT HAMPTON","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","PYROXENITE","META-IGNEOUS","LOWER CRUSTAL XENOLITH","","","CENOZOIC","UPPER","","","","","","WHOLE ROCK","","","","","","","","","","-76.5","-126","-76.5","-126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","TIMS_ID","","","37","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [9969] HORNIG I. (2003)","samp. NO002","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, AEGIRINE","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.3","167","-73.3","167","62.81","0.56","12.45","","","","","8.82","","1.11","0.58","0.26","0.23","","","","4.52","7.73","0.06","","","","","","","","0.6","","","","","","","","","","","","","","","","6","XRF","","","5","XRF","","","44","XRF","","","1","XRF","","","9","200","","","","127","XRF","","","7","XRF","","","96","XRF","","","1500","XRF","","","281","XRF","","","","","","","","","29","XRF","","","102.18","HPLC","","","206.75","HPLC","","","22.31","79.5","HPLC","","","17.81","HPLC","","","1.63","16.48","2.68","16.65","3.37","9.89","1.46","9.57","1.38","","","","","","","","","",
"2003"," [9969] HORNIG I. (2003)","samp. NO001","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, AEGIRINE","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.3","167","-73.3","167","65.03","0.36","16.65","","","","","2.6","","1.45","0.71","0.18","0.11","","","","5.39","6.98","0.04","","","","","","","","0.53","","","","","","","","","","","","","","","","8","XRF","","","3","XRF","","","44","XRF","","","2","XRF","","","3","80","","","","76","XRF","","","22","XRF","","","34","XRF","","","432","XRF","","","72","XRF","","","","","","","","","121","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2003"," [9969] HORNIG I. (2003)","samp. NO003","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, AEGIRINE","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.3","167","-73.3","167","66.3","0.54","13.48","","","","","3.52","","3.15","0.7","0.12","0.16","","","","4.62","5.49","0.04","","","","","","","","0.91","","","","","","","","","","","","","","","","5","XRF","","","2","XRF","","","38","XRF","","","1","XRF","","","4","200","","","","108","XRF","","","8","XRF","","","86","XRF","","","1098","XRF","","","192","XRF","","","","","","","","","22","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2003 4414","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT PRIOR","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHLORITE","","","","PRIMARY","","","","","-72.9","168.78","-72.9","168.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2003 4414","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT PRIOR","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHLORITE","","","","PRIMARY","","","","","-72.9","168.78","-72.9","168.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2364 1343A","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHLORITE","","","","PRIMARY","","","","","-73.22","166.7","-73.22","166.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2364 1343A","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","CHLORITE","","","","PRIMARY","","","","","-73.22","166.7","-73.22","166.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1995 4271","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.17","-73.27","167.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1995 4271","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.17","-73.27","167.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1996 4272","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ARFVEDSONITE","","","","PRIMARY","","","","","-73.27","167.13","-73.27","167.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1996 4272","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ARFVEDSONITE","","","","PRIMARY","","","","","-73.27","167.13","-73.27","167.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1996 4272","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.13","-73.27","167.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1996 4272","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.13","-73.27","167.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1997 4273","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1998 4274","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, ARFVEDSONITE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ARFVEDSONITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1998 4274","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, ARFVEDSONITE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ARFVEDSONITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1999 4275","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1999 4275","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2363 1342","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2363 1342","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.67","MS_ID","","","0.8309","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1995 4271","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE, PERALKALINE","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.27","167.17","-73.27","167.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","MS_ID","","","1.265","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1996 4272","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.27","167.13","-73.27","167.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.22","MS_ID","","","4.306","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1997 4273","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.12","MS_ID","","","0.2454","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1998 4274","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","SYENITE, ARFVEDSONITE","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.31","MS_ID","","","0.9055","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1999 4275","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.37","MS_ID","","","6.971","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2000","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","NOT GIVEN","","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-73.28","167.23","-73.28","167.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.14","MS_ID","","","7.613","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 2003 4414","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT / MOUNT PRIOR","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","WHOLE ROCK","","","","","","","","","","-72.9","168.78","-72.9","168.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.06","MS_ID","","","1.759","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875.7","MS_ID","","","4.16","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1997"," [9970] MÜLLER P. (1997)","samp. 1994 4270","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ROSS SEA RIFT","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","GRANITE","GRANOPHYRIC","","","","CENOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","BIOTITE","","","","PRIMARY","","","","","-73.27","167.2","-73.27","167.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300.3","MS_ID","","","4.152","MS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
